,#,ResourceGroupID,Id,AvailableCapacity,FreeCapacity,Start,HasFiniteCapacity,LongName
9021,3998,G_MFO2,G_MFO2_Seq_7,"4 days, 17:55:23.520","2 days, 21:19:18.417",2020-04-22,False,Установка доводки металла с возможностью химического подогрева № 6
9022,3998,G_MFO2,G_MFO2_Seq_7,"4 days, 17:55:23.520","2 days, 21:19:18.417",2020-04-22,False,Установка доводки металла № 7
9023,3998,G_MFO2,G_MFO2_Seq_7,"4 days, 17:55:23.520","2 days, 21:19:18.417",2020-04-22,False,Установка доводки металла № 8
9024,3998,G_MFO2,G_MFO2_Seq_7,"4 days, 17:55:23.520","2 days, 21:19:18.417",2020-04-22,False,Установка доводки металла № 9
9025,4033,G_MFO2,G_MFO2_Seq_9,"4 days, 16:33:56.520","2 days, 22:46:34.444",2020-04-24,False,Установка Печь-ковш № 1
9026,4033,G_MFO2,G_MFO2_Seq_9,"4 days, 16:33:56.520","2 days, 22:46:34.444",2020-04-24,False,Установка Печь-ковш № 2
9027,4033,G_MFO2,G_MFO2_Seq_9,"4 days, 16:33:56.520","2 days, 22:46:34.444",2020-04-24,False,Установка доводки металла № 5
9028,4033,G_MFO2,G_MFO2_Seq_9,"4 days, 16:33:56.520","2 days, 22:46:34.444",2020-04-24,False,Установка доводки металла с возможностью химического подогрева № 6
9029,4033,G_MFO2,G_MFO2_Seq_9,"4 days, 16:33:56.520","2 days, 22:46:34.444",2020-04-24,False,Установка доводки металла № 7
9030,4033,G_MFO2,G_MFO2_Seq_9,"4 days, 16:33:56.520","2 days, 22:46:34.444",2020-04-24,False,Установка доводки металла № 8
9031,4033,G_MFO2,G_MFO2_Seq_9,"4 days, 16:33:56.520","2 days, 22:46:34.444",2020-04-24,False,Установка доводки металла № 9
9032,4037,G_MFO2,G_MFO2_Seq_11,"4 days, 9:42:11.520","2 days, 23:41:20.112",2020-04-26,False,Установка Печь-ковш № 1
9033,4037,G_MFO2,G_MFO2_Seq_11,"4 days, 9:42:11.520","2 days, 23:41:20.112",2020-04-26,False,Установка Печь-ковш № 2
9034,4037,G_MFO2,G_MFO2_Seq_11,"4 days, 9:42:11.520","2 days, 23:41:20.112",2020-04-26,False,Установка доводки металла № 5
9035,4037,G_MFO2,G_MFO2_Seq_11,"4 days, 9:42:11.520","2 days, 23:41:20.112",2020-04-26,False,Установка доводки металла с возможностью химического подогрева № 6
9036,4037,G_MFO2,G_MFO2_Seq_11,"4 days, 9:42:11.520","2 days, 23:41:20.112",2020-04-26,False,Установка доводки металла № 7
9037,4037,G_MFO2,G_MFO2_Seq_11,"4 days, 9:42:11.520","2 days, 23:41:20.112",2020-04-26,False,Установка доводки металла № 8
9038,4037,G_MFO2,G_MFO2_Seq_11,"4 days, 9:42:11.520","2 days, 23:41:20.112",2020-04-26,False,Установка доводки металла № 9
9039,4069,G_MFO2,G_MFO2_Seq_0,"5 days, 7:39:47.520","3 days, 2:12:01.192",2020-04-15,False,Установка Печь-ковш № 1
9040,4069,G_MFO2,G_MFO2_Seq_0,"5 days, 7:39:47.520","3 days, 2:12:01.192",2020-04-15,False,Установка Печь-ковш № 2
9041,4069,G_MFO2,G_MFO2_Seq_0,"5 days, 7:39:47.520","3 days, 2:12:01.192",2020-04-15,False,Установка доводки металла № 5
9042,4069,G_MFO2,G_MFO2_Seq_0,"5 days, 7:39:47.520","3 days, 2:12:01.192",2020-04-15,False,Установка доводки металла с возможностью химического подогрева № 6
9043,4069,G_MFO2,G_MFO2_Seq_0,"5 days, 7:39:47.520","3 days, 2:12:01.192",2020-04-15,False,Установка доводки металла № 7
9044,4069,G_MFO2,G_MFO2_Seq_0,"5 days, 7:39:47.520","3 days, 2:12:01.192",2020-04-15,False,Установка доводки металла № 8
9045,4069,G_MFO2,G_MFO2_Seq_0,"5 days, 7:39:47.520","3 days, 2:12:01.192",2020-04-15,False,Установка доводки металла № 9
9046,4070,G_MFO2,G_MFO2_Seq_14,"4 days, 17:55:23.520","3 days, 2:35:15.194",2020-04-29,False,Установка Печь-ковш № 1
9047,4070,G_MFO2,G_MFO2_Seq_14,"4 days, 17:55:23.520","3 days, 2:35:15.194",2020-04-29,False,Установка Печь-ковш № 2
9048,4070,G_MFO2,G_MFO2_Seq_14,"4 days, 17:55:23.520","3 days, 2:35:15.194",2020-04-29,False,Установка доводки металла № 5
9049,4070,G_MFO2,G_MFO2_Seq_14,"4 days, 17:55:23.520","3 days, 2:35:15.194",2020-04-29,False,Установка доводки металла с возможностью химического подогрева № 6
9050,4070,G_MFO2,G_MFO2_Seq_14,"4 days, 17:55:23.520","3 days, 2:35:15.194",2020-04-29,False,Установка доводки металла № 7
9051,4070,G_MFO2,G_MFO2_Seq_14,"4 days, 17:55:23.520","3 days, 2:35:15.194",2020-04-29,False,Установка доводки металла № 8
9052,4070,G_MFO2,G_MFO2_Seq_14,"4 days, 17:55:23.520","3 days, 2:35:15.194",2020-04-29,False,Установка доводки металла № 9
9053,4075,G_MFO2,G_MFO2_Seq_6,"5 days, 7:39:47.520","3 days, 3:55:12.216",2020-04-21,False,Установка Печь-ковш № 1
9054,4075,G_MFO2,G_MFO2_Seq_6,"5 days, 7:39:47.520","3 days, 3:55:12.216",2020-04-21,False,Установка Печь-ковш № 2
9055,4075,G_MFO2,G_MFO2_Seq_6,"5 days, 7:39:47.520","3 days, 3:55:12.216",2020-04-21,False,Установка доводки металла № 5
9056,4075,G_MFO2,G_MFO2_Seq_6,"5 days, 7:39:47.520","3 days, 3:55:12.216",2020-04-21,False,Установка доводки металла с возможностью химического подогрева № 6
9057,4075,G_MFO2,G_MFO2_Seq_6,"5 days, 7:39:47.520","3 days, 3:55:12.216",2020-04-21,False,Установка доводки металла № 7
9058,4075,G_MFO2,G_MFO2_Seq_6,"5 days, 7:39:47.520","3 days, 3:55:12.216",2020-04-21,False,Установка доводки металла № 8
9059,4075,G_MFO2,G_MFO2_Seq_6,"5 days, 7:39:47.520","3 days, 3:55:12.216",2020-04-21,False,Установка доводки металла № 9
9060,4083,G_MFO2,G_MFO2_Seq_5,"5 days, 0:14:49.920","3 days, 7:17:54.906",2020-04-20,False,Установка Печь-ковш № 1
9061,4083,G_MFO2,G_MFO2_Seq_5,"5 days, 0:14:49.920","3 days, 7:17:54.906",2020-04-20,False,Установка Печь-ковш № 2
9062,4083,G_MFO2,G_MFO2_Seq_5,"5 days, 0:14:49.920","3 days, 7:17:54.906",2020-04-20,False,Установка доводки металла № 5
9063,4083,G_MFO2,G_MFO2_Seq_5,"5 days, 0:14:49.920","3 days, 7:17:54.906",2020-04-20,False,Установка доводки металла с возможностью химического подогрева № 6
9064,4083,G_MFO2,G_MFO2_Seq_5,"5 days, 0:14:49.920","3 days, 7:17:54.906",2020-04-20,False,Установка доводки металла № 7
9065,4083,G_MFO2,G_MFO2_Seq_5,"5 days, 0:14:49.920","3 days, 7:17:54.906",2020-04-20,False,Установка доводки металла № 8
9066,4083,G_MFO2,G_MFO2_Seq_5,"5 days, 0:14:49.920","3 days, 7:17:54.906",2020-04-20,False,Установка доводки металла № 9
9067,4102,G_MFO2,G_MFO2_Seq_2,"5 days, 7:39:47.520","3 days, 11:16:20.938",2020-04-17,False,Установка Печь-ковш № 1
9068,4102,G_MFO2,G_MFO2_Seq_2,"5 days, 7:39:47.520","3 days, 11:16:20.938",2020-04-17,False,Установка Печь-ковш № 2
9069,4102,G_MFO2,G_MFO2_Seq_2,"5 days, 7:39:47.520","3 days, 11:16:20.938",2020-04-17,False,Установка доводки металла № 5
9070,4102,G_MFO2,G_MFO2_Seq_2,"5 days, 7:39:47.520","3 days, 11:16:20.938",2020-04-17,False,Установка доводки металла с возможностью химического подогрева № 6
9071,4102,G_MFO2,G_MFO2_Seq_2,"5 days, 7:39:47.520","3 days, 11:16:20.938",2020-04-17,False,Установка доводки металла № 7
9072,4102,G_MFO2,G_MFO2_Seq_2,"5 days, 7:39:47.520","3 days, 11:16:20.938",2020-04-17,False,Установка доводки металла № 8
9073,4102,G_MFO2,G_MFO2_Seq_2,"5 days, 7:39:47.520","3 days, 11:16:20.938",2020-04-17,False,Установка доводки металла № 9
9074,4108,G_MFO2,G_MFO2_Seq_13,"5 days, 0:14:49.920","3 days, 13:01:48.549",2020-04-28,False,Установка Печь-ковш № 1
9075,4108,G_MFO2,G_MFO2_Seq_13,"5 days, 0:14:49.920","3 days, 13:01:48.549",2020-04-28,False,Установка Печь-ковш № 2
9076,4108,G_MFO2,G_MFO2_Seq_13,"5 days, 0:14:49.920","3 days, 13:01:48.549",2020-04-28,False,Установка доводки металла № 5
9077,4108,G_MFO2,G_MFO2_Seq_13,"5 days, 0:14:49.920","3 days, 13:01:48.549",2020-04-28,False,Установка доводки металла с возможностью химического подогрева № 6
9078,4108,G_MFO2,G_MFO2_Seq_13,"5 days, 0:14:49.920","3 days, 13:01:48.549",2020-04-28,False,Установка доводки металла № 7
9079,4108,G_MFO2,G_MFO2_Seq_13,"5 days, 0:14:49.920","3 days, 13:01:48.549",2020-04-28,False,Установка доводки металла № 8
9080,4108,G_MFO2,G_MFO2_Seq_13,"5 days, 0:14:49.920","3 days, 13:01:48.549",2020-04-28,False,Установка доводки металла № 9
9081,4111,G_MFO2,G_MFO2_Seq_4,"5 days, 7:39:47.520","3 days, 13:27:08.730",2020-04-19,False,Установка Печь-ковш № 1
9082,4111,G_MFO2,G_MFO2_Seq_4,"5 days, 7:39:47.520","3 days, 13:27:08.730",2020-04-19,False,Установка Печь-ковш № 2
9083,4111,G_MFO2,G_MFO2_Seq_4,"5 days, 7:39:47.520","3 days, 13:27:08.730",2020-04-19,False,Установка доводки металла № 5
9084,4111,G_MFO2,G_MFO2_Seq_4,"5 days, 7:39:47.520","3 days, 13:27:08.730",2020-04-19,False,Установка доводки металла с возможностью химического подогрева № 6
9085,4111,G_MFO2,G_MFO2_Seq_4,"5 days, 7:39:47.520","3 days, 13:27:08.730",2020-04-19,False,Установка доводки металла № 7
9086,4111,G_MFO2,G_MFO2_Seq_4,"5 days, 7:39:47.520","3 days, 13:27:08.730",2020-04-19,False,Установка доводки металла № 8
9087,4111,G_MFO2,G_MFO2_Seq_4,"5 days, 7:39:47.520","3 days, 13:27:08.730",2020-04-19,False,Установка доводки металла № 9
9088,4118,G_MFO2,G_MFO2_Seq_12,"4 days, 12:54:20.520","3 days, 15:21:57.897",2020-04-27,False,Установка Печь-ковш № 1
9089,4118,G_MFO2,G_MFO2_Seq_12,"4 days, 12:54:20.520","3 days, 15:21:57.897",2020-04-27,False,Установка Печь-ковш № 2
9090,4118,G_MFO2,G_MFO2_Seq_12,"4 days, 12:54:20.520","3 days, 15:21:57.897",2020-04-27,False,Установка доводки металла № 5
9091,4118,G_MFO2,G_MFO2_Seq_12,"4 days, 12:54:20.520","3 days, 15:21:57.897",2020-04-27,False,Установка доводки металла с возможностью химического подогрева № 6
9092,4118,G_MFO2,G_MFO2_Seq_12,"4 days, 12:54:20.520","3 days, 15:21:57.897",2020-04-27,False,Установка доводки металла № 7
9093,4118,G_MFO2,G_MFO2_Seq_12,"4 days, 12:54:20.520","3 days, 15:21:57.897",2020-04-27,False,Установка доводки металла № 8
9094,4118,G_MFO2,G_MFO2_Seq_12,"4 days, 12:54:20.520","3 days, 15:21:57.897",2020-04-27,False,Установка доводки металла № 9
9095,4143,G_MFO2,G_MFO2_Seq_44,"3 days, 19:47:16.800","3 days, 19:47:16.800",2020-05-29,False,Установка Печь-ковш № 1
9096,4143,G_MFO2,G_MFO2_Seq_44,"3 days, 19:47:16.800","3 days, 19:47:16.800",2020-05-29,False,Установка Печь-ковш № 2
9097,4143,G_MFO2,G_MFO2_Seq_44,"3 days, 19:47:16.800","3 days, 19:47:16.800",2020-05-29,False,Установка доводки металла № 5
9098,4143,G_MFO2,G_MFO2_Seq_44,"3 days, 19:47:16.800","3 days, 19:47:16.800",2020-05-29,False,Установка доводки металла с возможностью химического подогрева № 6
9099,4143,G_MFO2,G_MFO2_Seq_44,"3 days, 19:47:16.800","3 days, 19:47:16.800",2020-05-29,False,Установка доводки металла № 7
9100,4143,G_MFO2,G_MFO2_Seq_44,"3 days, 19:47:16.800","3 days, 19:47:16.800",2020-05-29,False,Установка доводки металла № 8
9101,4143,G_MFO2,G_MFO2_Seq_44,"3 days, 19:47:16.800","3 days, 19:47:16.800",2020-05-29,False,Установка доводки металла № 9
9102,4148,G_MFO2,G_MFO2_Seq_15,"5 days, 14:45:10.080","3 days, 21:35:28.697",2020-04-30,False,Установка Печь-ковш № 1
9103,4148,G_MFO2,G_MFO2_Seq_15,"5 days, 14:45:10.080","3 days, 21:35:28.697",2020-04-30,False,Установка Печь-ковш № 2
9104,4148,G_MFO2,G_MFO2_Seq_15,"5 days, 14:45:10.080","3 days, 21:35:28.697",2020-04-30,False,Установка доводки металла № 5
9105,4148,G_MFO2,G_MFO2_Seq_15,"5 days, 14:45:10.080","3 days, 21:35:28.697",2020-04-30,False,Установка доводки металла с возможностью химического подогрева № 6
9106,4148,G_MFO2,G_MFO2_Seq_15,"5 days, 14:45:10.080","3 days, 21:35:28.697",2020-04-30,False,Установка доводки металла № 7
9107,4148,G_MFO2,G_MFO2_Seq_15,"5 days, 14:45:10.080","3 days, 21:35:28.697",2020-04-30,False,Установка доводки металла № 8
9108,4148,G_MFO2,G_MFO2_Seq_15,"5 days, 14:45:10.080","3 days, 21:35:28.697",2020-04-30,False,Установка доводки металла № 9
9109,4192,G_MFO2,G_MFO2_Seq_42,"4 days, 2:06:43.200","4 days, 2:06:43.200",2020-05-27,False,Установка Печь-ковш № 1
9110,4192,G_MFO2,G_MFO2_Seq_42,"4 days, 2:06:43.200","4 days, 2:06:43.200",2020-05-27,False,Установка Печь-ковш № 2
9111,4192,G_MFO2,G_MFO2_Seq_42,"4 days, 2:06:43.200","4 days, 2:06:43.200",2020-05-27,False,Установка доводки металла № 5
9112,4192,G_MFO2,G_MFO2_Seq_42,"4 days, 2:06:43.200","4 days, 2:06:43.200",2020-05-27,False,Установка доводки металла с возможностью химического подогрева № 6
9113,4192,G_MFO2,G_MFO2_Seq_42,"4 days, 2:06:43.200","4 days, 2:06:43.200",2020-05-27,False,Установка доводки металла № 7
9114,4192,G_MFO2,G_MFO2_Seq_42,"4 days, 2:06:43.200","4 days, 2:06:43.200",2020-05-27,False,Установка доводки металла № 8
9115,4192,G_MFO2,G_MFO2_Seq_42,"4 days, 2:06:43.200","4 days, 2:06:43.200",2020-05-27,False,Установка доводки металла № 9
9116,4194,G_MFO2,G_MFO2_Seq_43,"4 days, 2:49:40.800","4 days, 2:49:40.800",2020-05-28,False,Установка Печь-ковш № 1
9117,4194,G_MFO2,G_MFO2_Seq_43,"4 days, 2:49:40.800","4 days, 2:49:40.800",2020-05-28,False,Установка Печь-ковш № 2
9118,4194,G_MFO2,G_MFO2_Seq_43,"4 days, 2:49:40.800","4 days, 2:49:40.800",2020-05-28,False,Установка доводки металла № 5
9119,4194,G_MFO2,G_MFO2_Seq_43,"4 days, 2:49:40.800","4 days, 2:49:40.800",2020-05-28,False,Установка доводки металла с возможностью химического подогрева № 6
9120,4194,G_MFO2,G_MFO2_Seq_43,"4 days, 2:49:40.800","4 days, 2:49:40.800",2020-05-28,False,Установка доводки металла № 7
9121,4194,G_MFO2,G_MFO2_Seq_43,"4 days, 2:49:40.800","4 days, 2:49:40.800",2020-05-28,False,Установка доводки металла № 8
9122,4194,G_MFO2,G_MFO2_Seq_43,"4 days, 2:49:40.800","4 days, 2:49:40.800",2020-05-28,False,Установка доводки металла № 9
9123,4196,G_MFO2,G_MFO2_Seq_16,"5 days, 0:57:47.520","4 days, 4:33:42.232",2020-05-01,False,Установка Печь-ковш № 1
9124,4196,G_MFO2,G_MFO2_Seq_16,"5 days, 0:57:47.520","4 days, 4:33:42.232",2020-05-01,False,Установка Печь-ковш № 2
9125,4196,G_MFO2,G_MFO2_Seq_16,"5 days, 0:57:47.520","4 days, 4:33:42.232",2020-05-01,False,Установка доводки металла № 5
9126,4196,G_MFO2,G_MFO2_Seq_16,"5 days, 0:57:47.520","4 days, 4:33:42.232",2020-05-01,False,Установка доводки металла с возможностью химического подогрева № 6
9127,4196,G_MFO2,G_MFO2_Seq_16,"5 days, 0:57:47.520","4 days, 4:33:42.232",2020-05-01,False,Установка доводки металла № 7
9128,4196,G_MFO2,G_MFO2_Seq_16,"5 days, 0:57:47.520","4 days, 4:33:42.232",2020-05-01,False,Установка доводки металла № 8
9129,4196,G_MFO2,G_MFO2_Seq_16,"5 days, 0:57:47.520","4 days, 4:33:42.232",2020-05-01,False,Установка доводки металла № 9
9130,4207,G_MFO2,G_MFO2_Seq_41,"4 days, 9:31:40.800","4 days, 9:31:40.800",2020-05-26,False,Установка Печь-ковш № 1
9131,4207,G_MFO2,G_MFO2_Seq_41,"4 days, 9:31:40.800","4 days, 9:31:40.800",2020-05-26,False,Установка Печь-ковш № 2
9132,4207,G_MFO2,G_MFO2_Seq_41,"4 days, 9:31:40.800","4 days, 9:31:40.800",2020-05-26,False,Установка доводки металла № 5
9133,4207,G_MFO2,G_MFO2_Seq_41,"4 days, 9:31:40.800","4 days, 9:31:40.800",2020-05-26,False,Установка доводки металла с возможностью химического подогрева № 6
9134,4207,G_MFO2,G_MFO2_Seq_41,"4 days, 9:31:40.800","4 days, 9:31:40.800",2020-05-26,False,Установка доводки металла № 7
9135,4207,G_MFO2,G_MFO2_Seq_41,"4 days, 9:31:40.800","4 days, 9:31:40.800",2020-05-26,False,Установка доводки металла № 8
9136,4207,G_MFO2,G_MFO2_Seq_41,"4 days, 9:31:40.800","4 days, 9:31:40.800",2020-05-26,False,Установка доводки металла № 9
9137,4208,G_MFO2,G_MFO2_Seq_38,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-23,False,Установка Печь-ковш № 1
9138,4208,G_MFO2,G_MFO2_Seq_38,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-23,False,Установка Печь-ковш № 2
9139,4208,G_MFO2,G_MFO2_Seq_38,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-23,False,Установка доводки металла № 5
9140,4208,G_MFO2,G_MFO2_Seq_38,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-23,False,Установка доводки металла с возможностью химического подогрева № 6
9141,4208,G_MFO2,G_MFO2_Seq_38,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-23,False,Установка доводки металла № 7
9142,4208,G_MFO2,G_MFO2_Seq_38,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-23,False,Установка доводки металла № 8
9143,4208,G_MFO2,G_MFO2_Seq_38,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-23,False,Установка доводки металла № 9
9144,4209,G_MFO2,G_MFO2_Seq_39,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-24,False,Установка Печь-ковш № 1
9145,4209,G_MFO2,G_MFO2_Seq_39,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-24,False,Установка Печь-ковш № 2
9146,4209,G_MFO2,G_MFO2_Seq_39,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-24,False,Установка доводки металла № 5
9147,4209,G_MFO2,G_MFO2_Seq_39,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-24,False,Установка доводки металла с возможностью химического подогрева № 6
9148,4209,G_MFO2,G_MFO2_Seq_39,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-24,False,Установка доводки металла № 7
9149,4209,G_MFO2,G_MFO2_Seq_39,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-24,False,Установка доводки металла № 8
9150,4209,G_MFO2,G_MFO2_Seq_39,"4 days, 9:42:11.520","4 days, 9:42:11.520",2020-05-24,False,Установка доводки металла № 9
9151,4225,G_MFO2,G_MFO2_Seq_40,"4 days, 12:54:20.520","4 days, 12:54:20.520",2020-05-25,False,Установка Печь-ковш № 1
9152,4225,G_MFO2,G_MFO2_Seq_40,"4 days, 12:54:20.520","4 days, 12:54:20.520",2020-05-25,False,Установка Печь-ковш № 2
9153,4225,G_MFO2,G_MFO2_Seq_40,"4 days, 12:54:20.520","4 days, 12:54:20.520",2020-05-25,False,Установка доводки металла № 5
9154,4225,G_MFO2,G_MFO2_Seq_40,"4 days, 12:54:20.520","4 days, 12:54:20.520",2020-05-25,False,Установка доводки металла с возможностью химического подогрева № 6
9155,4225,G_MFO2,G_MFO2_Seq_40,"4 days, 12:54:20.520","4 days, 12:54:20.520",2020-05-25,False,Установка доводки металла № 7
9156,4225,G_MFO2,G_MFO2_Seq_40,"4 days, 12:54:20.520","4 days, 12:54:20.520",2020-05-25,False,Установка доводки металла № 8
9157,4225,G_MFO2,G_MFO2_Seq_40,"4 days, 12:54:20.520","4 days, 12:54:20.520",2020-05-25,False,Установка доводки металла № 9
9158,4240,G_MFO2,G_MFO2_Seq_37,"4 days, 16:33:56.520","4 days, 16:33:56.520",2020-05-22,False,Установка Печь-ковш № 1
9159,4240,G_MFO2,G_MFO2_Seq_37,"4 days, 16:33:56.520","4 days, 16:33:56.520",2020-05-22,False,Установка Печь-ковш № 2
9160,4240,G_MFO2,G_MFO2_Seq_37,"4 days, 16:33:56.520","4 days, 16:33:56.520",2020-05-22,False,Установка доводки металла № 5
9161,4240,G_MFO2,G_MFO2_Seq_37,"4 days, 16:33:56.520","4 days, 16:33:56.520",2020-05-22,False,Установка доводки металла с возможностью химического подогрева № 6
9162,4240,G_MFO2,G_MFO2_Seq_37,"4 days, 16:33:56.520","4 days, 16:33:56.520",2020-05-22,False,Установка доводки металла № 7
9163,4240,G_MFO2,G_MFO2_Seq_37,"4 days, 16:33:56.520","4 days, 16:33:56.520",2020-05-22,False,Установка доводки металла № 8
9164,4240,G_MFO2,G_MFO2_Seq_37,"4 days, 16:33:56.520","4 days, 16:33:56.520",2020-05-22,False,Установка доводки металла № 9
9165,4242,G_MFO2,G_MFO2_Seq_21,"4 days, 17:32:49.920","4 days, 17:15:22.414",2020-05-06,False,Установка Печь-ковш № 1
9166,4242,G_MFO2,G_MFO2_Seq_21,"4 days, 17:32:49.920","4 days, 17:15:22.414",2020-05-06,False,Установка Печь-ковш № 2
9167,4242,G_MFO2,G_MFO2_Seq_21,"4 days, 17:32:49.920","4 days, 17:15:22.414",2020-05-06,False,Установка доводки металла № 5
9168,4242,G_MFO2,G_MFO2_Seq_21,"4 days, 17:32:49.920","4 days, 17:15:22.414",2020-05-06,False,Установка доводки металла с возможностью химического подогрева № 6
9169,4242,G_MFO2,G_MFO2_Seq_21,"4 days, 17:32:49.920","4 days, 17:15:22.414",2020-05-06,False,Установка доводки металла № 7
9170,4242,G_MFO2,G_MFO2_Seq_21,"4 days, 17:32:49.920","4 days, 17:15:22.414",2020-05-06,False,Установка доводки металла № 8
9171,4242,G_MFO2,G_MFO2_Seq_21,"4 days, 17:32:49.920","4 days, 17:15:22.414",2020-05-06,False,Установка доводки металла № 9
9172,4243,G_MFO2,G_MFO2_Seq_28,"4 days, 17:32:49.920","4 days, 17:32:49.920",2020-05-13,False,Установка Печь-ковш № 1
9173,4243,G_MFO2,G_MFO2_Seq_28,"4 days, 17:32:49.920","4 days, 17:32:49.920",2020-05-13,False,Установка Печь-ковш № 2
9174,4243,G_MFO2,G_MFO2_Seq_28,"4 days, 17:32:49.920","4 days, 17:32:49.920",2020-05-13,False,Установка доводки металла № 5
9175,4243,G_MFO2,G_MFO2_Seq_28,"4 days, 17:32:49.920","4 days, 17:32:49.920",2020-05-13,False,Установка доводки металла с возможностью химического подогрева № 6
9176,4243,G_MFO2,G_MFO2_Seq_28,"4 days, 17:32:49.920","4 days, 17:32:49.920",2020-05-13,False,Установка доводки металла № 7
9177,4243,G_MFO2,G_MFO2_Seq_28,"4 days, 17:32:49.920","4 days, 17:32:49.920",2020-05-13,False,Установка доводки металла № 8
9178,4243,G_MFO2,G_MFO2_Seq_28,"4 days, 17:32:49.920","4 days, 17:32:49.920",2020-05-13,False,Установка доводки металла № 9
9179,4244,G_MFO2,G_MFO2_Seq_29,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-14,False,Установка Печь-ковш № 1
9180,4244,G_MFO2,G_MFO2_Seq_29,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-14,False,Установка Печь-ковш № 2
9181,4244,G_MFO2,G_MFO2_Seq_29,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-14,False,Установка доводки металла № 5
9182,4244,G_MFO2,G_MFO2_Seq_29,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-14,False,Установка доводки металла с возможностью химического подогрева № 6
9183,4244,G_MFO2,G_MFO2_Seq_29,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-14,False,Установка доводки металла № 7
9184,4244,G_MFO2,G_MFO2_Seq_29,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-14,False,Установка доводки металла № 8
9185,4244,G_MFO2,G_MFO2_Seq_29,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-14,False,Установка доводки металла № 9
9186,4245,G_MFO2,G_MFO2_Seq_22,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-07,False,Установка Печь-ковш № 1
9187,4245,G_MFO2,G_MFO2_Seq_22,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-07,False,Установка Печь-ковш № 2
9188,4245,G_MFO2,G_MFO2_Seq_22,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-07,False,Установка доводки металла № 5
9189,4245,G_MFO2,G_MFO2_Seq_22,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-07,False,Установка доводки металла с возможностью химического подогрева № 6
9190,4245,G_MFO2,G_MFO2_Seq_22,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-07,False,Установка доводки металла № 7
9191,4245,G_MFO2,G_MFO2_Seq_22,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-07,False,Установка доводки металла № 8
9192,4245,G_MFO2,G_MFO2_Seq_22,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-07,False,Установка доводки металла № 9
9193,4246,G_MFO2,G_MFO2_Seq_36,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-21,False,Установка Печь-ковш № 1
9194,4246,G_MFO2,G_MFO2_Seq_36,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-21,False,Установка Печь-ковш № 2
9195,4246,G_MFO2,G_MFO2_Seq_36,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-21,False,Установка доводки металла № 5
9196,4246,G_MFO2,G_MFO2_Seq_36,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-21,False,Установка доводки металла с возможностью химического подогрева № 6
9197,4246,G_MFO2,G_MFO2_Seq_36,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-21,False,Установка доводки металла № 7
9198,4246,G_MFO2,G_MFO2_Seq_36,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-21,False,Установка доводки металла № 8
9199,4246,G_MFO2,G_MFO2_Seq_36,"4 days, 17:55:23.520","4 days, 17:55:23.520",2020-05-21,False,Установка доводки металла № 9
9200,4248,G_MFO2,G_MFO2_Seq_19,"5 days, 0:17:05.280","4 days, 18:06:32.622",2020-05-04,False,Установка Печь-ковш № 1
9201,4248,G_MFO2,G_MFO2_Seq_19,"5 days, 0:17:05.280","4 days, 18:06:32.622",2020-05-04,False,Установка Печь-ковш № 2
9202,4248,G_MFO2,G_MFO2_Seq_19,"5 days, 0:17:05.280","4 days, 18:06:32.622",2020-05-04,False,Установка доводки металла № 5
9203,4248,G_MFO2,G_MFO2_Seq_19,"5 days, 0:17:05.280","4 days, 18:06:32.622",2020-05-04,False,Установка доводки металла с возможностью химического подогрева № 6
